insurer_name,insuredname,insuredCity,insuredstate,insuredpostalCode,natureOfincident,dateOfloss,injuryinvolved,loss_description,location_of_loss,claimNumber,vehicle_damages_1,vehicle_damages_2,injury_description,lawsuit_filed,providers_alternative_medicine,providers_alternative_medicine_tax_id,providers_alternative_medicine_payment,providers_chiropractor,providers_chiropractor_tax_id,providers_chiropractor_payment,providers_diagnostic_radiologist,providers_diagnostic_radiologist_tax_id,providers_diagnostic_radiologist_payment,providers_ER physician,providers_ER physician_tax_id,providers_ER physician_payment,providers_general_practitioner,providers_general_practitioner_tax_id,providers_general_practitioner_payment,providers_neurologist,providers_neurologist_tax_id,providers_neurologist_payment,providers_orthopedist,providers_orthopedist_tax_id,providers_orthopedist_payment,providers_physical_therapist,providers_physical_therapist_tax_id,providers_physical_therapist_payment,total_claimed_losses,total_insurance_payment
Geico,John Hernandez,Johnmouth,NC,52637,Hit and run,2023-01-16,No,Street others yourself wait any single executive responsibility behavior agent.,"426 Evans Crest Suite 613, Cindybury, NY 02181",12319fbd,Side impact,,,Yes,,,0.0,Flores and Sons,48-0365433,1165.41,Quinn-Cooper,81-0742016,2043.35,,,0.0,"Ramirez, Lowery and Rodriguez",42-8868916,1698.48,,,0.0,,,0.0,Diaz and Sons,90-7952552,1419.08,7159.17,3843.91
Allstate,Nicole Little,Hernandezview,TX,39870,Collision,2023-12-08,No,Commercial his series eight letter despite consumer close improve inside.,"39877 Williams Ramp, Molinaton, GU 48400",4ae00381,Rear-end collision,,,No,,,0.0,,,0.0,,,0.0,,,0.0,Jones-Stone,74-7138812,4788.45,,,0.0,"Martinez, Chavez and Noble",94-4591586,3700.19,"Riley, Jenkins and Robles",27-8501043,4256.24,19136.68,11766.6
Geico,Arthur Garza,Bonniestad,MI,31569,Rear-end collision,2025-02-10,No,Control fly federal threat especially world national whatever recognize agent thing.,"31871 Roach Track Apt. 896, Darrellhaven, OR 33243",6b8003c8,Front-end collision,,,No,King and Sons,04-8390868,1198.97,"Scott, Scott and Miller",63-3767168,1788.91,Lee-Hill,06-3577430,1799.64,"Dyer, Rose and Johnson",83-2599008,715.65,Williams-Turner,34-5502341,2064.01,"Bennett, Tucker and Bruce",77-9681515,1255.86,,,0.0,Patrick-Washington,51-5342388,724.53,14949.43,9168.38
Geico,Patricia Rojas,Andersonborough,MI,08594,Rear-end collision,2024-09-16,No,Them drive really music American move dream ground.,"118 Johnny Track, South Gerald, SD 42429",78f798e2,Fender damage,Rear-end collision,,No,,,0.0,Lopez Inc,01-5061056,3568.46,,,0.0,,,0.0,Jones-Murray,60-7505083,1905.6,,,0.0,,,0.0,,,0.0,11447.79,9486.56
Allstate,Alexandra Roberts,Maldonadostad,MI,20891,Single vehicle accident,2025-08-30,Yes,Find alone traditional their detail health pass four again large here believe.,"74110 Katherine Parks, Samanthatown, CO 73375",2e040b42,Rear-end collision,,Other sprain/strain,No,Russell Inc,81-8957231,4699.95,"Saunders, Lowe and Lyons",43-8187279,3925.7,,,0.0,Williams-Estrada,51-9686565,2122.03,,,0.0,Sherman LLC,90-5466530,2260.45,Williams and Sons,60-3509317,1060.97,,,0.0,18192.83,11882.58
Allstate,Jason Jimenez,South Brianborough,MI,90809,Collision,2022-12-13,Yes,Hold again relate fear discover history matter main respond than become outside concern.,"573 York Lodge Apt. 856, Brownmouth, NC 01365",ea65c813,Side impact,Front-end collision,Knee injury,No,"Brown, Nunez and Mcconnell",81-6380223,2539.27,Walker LLC,94-3011051,1477.03,,,0.0,Parker-Pennington,55-1573945,1390.24,Jackson Inc,75-2722527,3525.27,,,0.0,,,0.0,Manning-Johnson,23-0508442,4780.55,18131.46,15548.35
Allstate,Shannon Duran,East Rebecca,GA,07819,Collision,2023-07-31,Yes,Arm skin interview can carry officer leader.,"1496 Williams Passage Suite 324, New Meganland, OR 10497",41e233e3,Side impact,Front-end collision,Fracture,No,"Thomas, Palmer and Harris",62-3601548,1751.94,,,0.0,,,0.0,Adams PLC,93-3385848,4287.33,,,0.0,,,0.0,,,0.0,"Stuart, Rogers and Anderson",64-2645713,1862.13,9315.16,7337.47
StateFarm,Shelby Harris,New Adrienne,GA,65724,Single vehicle accident,2022-07-12,Yes,Know hear bag yet like notice.,"88342 Beltran Mill Suite 622, Port Alexanderport, PW 81226",1c9285e7,Front-end collision,,Bruises,No,,,0.0,,,0.0,,,0.0,"Ruiz, Giles and Erickson",65-3579248,4813.44,Silva LLC,46-8646820,4589.42,,,0.0,,,0.0,Wiley Ltd,66-3475106,3678.25,20922.64,10796.14
Geico,Lisa Delacruz,South Shelby,GA,76586,Collision,2021-08-27,Yes,Financial party military should site summer pretty.,"4404 Lewis Turnpike, West Justinburgh, NY 41652",85d397f0,Windshield crack,Fender damage,Bruises,No,"Fletcher, Alvarado and Bowers",39-1054970,1105.89,,,0.0,,,0.0,"Yates, Martin and Moore",88-4361781,2037.62,Lowe-Lynch,13-4057736,2734.52,,,0.0,Grant and Sons,25-6762089,1717.01,Guzman-Ayala,23-1935659,2310.42,11346.71,10675.92
StateFarm,Jordan Lewis,West Amyburgh,IL,98492,Hit and run,2021-03-13,Yes,Indeed bill piece that light report other tell.,"849 Rowland Garden, Kimfurt, MP 72292",95936ab6,Front-end collision,,Other sprain/strain,No,Mcbride Group,43-8309948,2755.51,,,0.0,,,0.0,Alexander LLC,95-0408197,2896.97,"Bauer, Munoz and Pitts",98-8870290,4604.14,Ramirez Group,94-5737701,2556.74,,,0.0,,,0.0,16233.02,14621.08
Allstate,Kaitlyn Lee,East Amandafurt,TX,72152,Collision,2023-09-22,Yes,Cause color better quickly real drug eat.,"PSC 1079, Box 3691, APO AE 17682",69b683d0,Front-end collision,,Bruises,No,Beard LLC,93-0318220,2684.83,Nguyen Inc,40-0298325,1483.57,"Lynch, Moody and Mason",80-2891812,2946.5,,,0.0,,,0.0,"Turner, Greene and Chavez",20-3806071,2312.51,Young Inc,48-8633739,1078.39,Poole and Sons,98-8099356,1422.31,12439.35,10775.36
StateFarm,Alexander Anderson,Smithview,IL,35281,Rear-end collision,2024-11-30,No,Something fast rule company business exist number answer drug home identify memory.,"138 Liu Forks, Bakertown, CO 33376",c30d22b9,Front-end collision,Fender damage,,Yes,Norton and Sons,36-6438852,2016.26,Miller-Owens,86-4848351,3807.11,Edwards-Wilson,11-6665365,2716.35,"Mcdaniel, Roach and Cummings",65-2706389,1834.3,,,0.0,,,0.0,"Rodriguez, Phillips and Rivera",50-3453046,2643.13,,,0.0,19398.0,11458.33
Geico,Andrea Goodman,Kevinchester,MI,09868,Hit and run,2022-07-26,No,Mrs provide hold memory by raise sing receive check treatment building street serve.,"78007 Kathy Village Suite 588, Marystad, KY 61772",b22b63f3,Front-end collision,Windshield crack,,No,"Cannon, Burns and Arias",50-9272141,4779.35,,,0.0,,,0.0,,,0.0,,,0.0,"Huerta, Velasquez and Lopez",53-2980865,3404.42,,,0.0,,,0.0,15005.18,10638.05
Geico,Anthony Mason,Lawrencefort,IL,25645,Hit and run,2024-08-29,No,Tv not hour opportunity address this experience physical I station all difference.,"0510 Travis Isle, New Teresa, GA 06578",9a2694ea,Fender damage,Rear-end collision,,No,,,0.0,"Conrad, Oliver and Scott",59-8583458,139.42,,,0.0,,,0.0,,,0.0,Turner-Gonzalez,04-4333651,2373.35,,,0.0,Johnson Inc,83-2230333,3476.39,15684.23,9955.75
Geico,Daniel Gonzalez,Lake Jennifershire,NY,50714,Collision,2020-09-28,No,Include worry any street but suddenly surface use always themselves though rise something suffer.,"248 Madden Mall Apt. 162, South Stephaniechester, NJ 39115",e50922ff,Windshield crack,,,Yes,Schmidt-Taylor,73-7395342,1537.97,,,0.0,,,0.0,,,0.0,Jones and Sons,80-6182750,4404.33,,,0.0,Ramirez-Freeman,30-2069391,192.12,,,0.0,15734.52,8989.41
Geico,Brian Wilson,New Ryan,FL,08059,Collision,2023-01-18,No,Commercial by million other dog husband future power lead newspaper ground simple chance book.,"459 Michael Heights Suite 649, Johnsonbury, VT 48630",c1d611e4,Side impact,Front-end collision,,Yes,,,0.0,,,0.0,,,0.0,Martin-Melendez,68-6817863,4479.43,Thomas-Hensley,98-0207784,2978.14,,,0.0,Clark PLC,27-7958566,1299.89,Morgan-Greene,95-1374127,553.65,10148.36,8070.11
StateFarm,Lauren Meyers,Glennhaven,OH,98834,Collision,2023-12-18,Yes,Need authority field sometimes area protect budget cause.,"93891 Lucas Islands Suite 331, Sosaside, SD 75058",2a80e8be,Fender damage,Rear-end collision,Knee injury,Yes,"Wagner, Rush and Barker",87-0406604,4867.04,Thompson-Miller,33-1504327,170.67,,,0.0,,,0.0,Bennett-Foster,90-2136457,1785.63,Dunn Inc,25-4106759,2135.78,Cole-Travis,83-5350479,1103.19,,,0.0,11137.46,6741.15
Geico,Christina Mann,New Laura,MI,49825,Single vehicle accident,2024-04-29,No,Hair share each way focus rise turn for.,"59036 Christian Grove Suite 640, Allisonside, FL 89660",319254b3,Windshield crack,,,Yes,"Morris, Fernandez and Everett",85-9742296,117.62,Young and Sons,22-6510398,2230.67,Gardner Inc,45-9422765,2083.99,Cochran-Park,84-2898616,848.48,Duncan-Dudley,71-3471463,3340.64,Jones LLC,68-0018456,2935.54,,,0.0,,,0.0,17167.1,14538.51
Geico,Kaylee Colon,Lynchborough,NC,92197,Collision,2024-12-25,No,Full clearly meet treat much few understand analysis contain.,"183 Matthews Green, Jameschester, FM 18214",ec0c0648,Side impact,,,Yes,Sparks and Sons,67-5937003,566.23,,,0.0,,,0.0,Mays-Villarreal,31-9330963,3026.53,Clark Group,86-6554358,2606.54,,,0.0,,,0.0,,,0.0,14729.59,8269.85
Allstate,Jonathan Tran,Livingstonmouth,OH,85330,Single vehicle accident,2024-07-31,No,Among send whatever sense along item score federal.,"204 Thornton Crest Apt. 288, Garyborough, MO 10475",cd360563,Windshield crack,Rear-end collision,,No,,,0.0,,,0.0,Mitchell and Sons,13-2633327,4111.31,,,0.0,Woods-Whitaker,40-4388361,2557.79,,,0.0,,,0.0,Farrell Group,86-5710489,2708.68,11069.49,9062.14
Allstate,Darren Ferguson,Martinezshire,PA,66938,Single vehicle accident,2025-03-25,No,Include admit glass truth trip later hand.,"PSC 5094, Box 0934, APO AA 82302",d99f6880,Side impact,Windshield crack,,Yes,Powers LLC,11-0307458,3599.8,,,0.0,"Oliver, Garcia and Cordova",37-3684112,4533.87,Jones Inc,26-4543318,3486.51,,,0.0,,,0.0,,,0.0,Conner PLC,61-5041289,744.08,21141.3,14235.39
Geico,Ariel Garza,Murrayfurt,GA,16651,Single vehicle accident,2023-02-12,No,Nearly family for yard example care realize.,"41582 Leslie Passage Apt. 483, Steveville, AZ 63183",684f4403,Rear-end collision,Windshield crack,,Yes,,,0.0,Lopez-Mills,95-0630981,2801.66,Park LLC,68-0222571,4943.26,,,0.0,,,0.0,"Gibson, Collins and Fisher",33-5735516,2478.92,Gray PLC,06-0006345,3050.51,,,0.0,14934.13,8770.49
StateFarm,Thomas Woods,Hortonstad,GA,04442,Rear-end collision,2023-08-15,Yes,Defense skin beyond with may college own away test door.,"Unit 2912 Box 5366, DPO AE 18127",cabe8a0f,Side impact,Rear-end collision,Disk injury,Yes,Abbott-Thompson,94-7735721,2166.31,Ryan Ltd,20-1815164,4720.97,"Hubbard, Henderson and Wilkinson",72-7369190,2520.39,Kim-Fritz,65-0532521,2667.44,,,0.0,,,0.0,,,0.0,,,0.0,20819.74,16106.3
StateFarm,Vanessa Garcia,West Alisha,TX,85190,Collision,2022-03-17,Yes,Degree small Republican road necessary interview task sport.,"64636 John Via Suite 883, New Jerryview, AL 67459",3795805c,Front-end collision,,Knee injury,No,,,0.0,"Montgomery, Hodges and Chapman",82-6114109,2724.69,Snyder-Rice,75-4035907,3868.35,Jones LLC,46-2725004,4263.1,"Smith, Rogers and Gonzalez",35-4882989,4876.0,Martinez and Sons,63-5168954,4252.35,,,0.0,Schroeder Group,39-5199301,2270.91,32104.26,21621.64
StateFarm,Lori Simmons,East Danielchester,NY,54389,Rear-end collision,2021-02-18,Yes,Animal respond low stuff life put with lawyer.,"65671 Mcdonald Alley, New Marieport, FM 24931",9583429f,Front-end collision,Windshield crack,Shoulder injury,Yes,"Thomas, Allen and Torres",60-1440441,1699.8,,,0.0,,,0.0,,,0.0,,,0.0,"Brown, Lopez and Strickland",63-3617868,1385.28,Solomon-Rogers,86-9811989,3745.23,Anderson-Ware,33-9418326,3419.51,20157.41,16748.22
Allstate,Richard Johnston,Port Heatherport,GA,74200,Single vehicle accident,2022-05-26,No,Street unit customer free despite style meet support space determine either society.,"8649 Jared Pines, Lake Cole, WV 02097",a53ac21b,Rear-end collision,Side impact,,No,,,0.0,"Page, Howell and Mckenzie",31-3705010,1244.86,Davis-Bennett,42-9656024,3903.95,Robinson Inc,71-8395012,973.81,"Johnson, Miranda and Robinson",80-9701050,4222.09,,,0.0,,,0.0,,,0.0,11237.19,7174.87
StateFarm,Whitney Andersen,West Kyle,NC,19489,Hit and run,2025-02-19,No,Whose purpose onto Mr play be health impact wait song tend.,"USNV Jarvis, FPO AE 35905",97280534,Front-end collision,,,No,Dodson Inc,21-4492633,2127.91,,,0.0,,,0.0,Gray-Wilson,06-9183197,4190.45,"Sawyer, Taylor and Schwartz",58-3550424,4714.57,Williams PLC,83-1497855,4148.11,,,0.0,,,0.0,18450.78,11566.37
StateFarm,Diana Wall,West Marcusport,TX,77477,Collision,2024-08-07,No,Add next political road building bar my rise house treat determine.,"05956 Hill Ports Apt. 897, West Matthewberg, NY 13686",20b89159,Fender damage,,,Yes,Russell-Williams,46-5588967,1233.78,Hansen Inc,83-2368041,1127.49,,,0.0,,,0.0,Alvarez Ltd,37-7941110,2150.26,Garrison-Morales,60-4163851,3176.8,Gordon-Mitchell,24-3730875,2391.72,,,0.0,10839.41,9069.79
StateFarm,Ryan Franklin,Austintown,NY,52837,Hit and run,2021-08-04,Yes,Catch beautiful light between way day perhaps gas through.,"4119 Flores Greens Apt. 176, West Jonathan, OK 01299",788c7808,Fender damage,Rear-end collision,Neck sprain/strain,No,"Harper, Wilson and Evans",12-0806158,960.39,"Schneider, Smith and Roberts",81-3631200,1350.94,,,0.0,"Gordon, Clark and Wright",88-4227302,2962.05,,,0.0,Randall-Bishop,22-4253689,3491.98,"Jacobs, Hall and Quinn",55-9229979,2236.07,Jones Group,50-9384366,1397.25,16896.92,10874.7
Allstate,John Henry,South Joannaland,NC,50094,Rear-end collision,2021-11-27,No,Free issue add oil leave resource sort service exist down.,"6351 Robertson Loop, West Steven, CA 93607",b6e58604,Side impact,,,Yes,,,0.0,,,0.0,Adams-Stephens,90-4380559,2558.68,"Clayton, Harmon and Gonzales",11-6463200,4024.73,"Hughes, Conley and Campbell",37-8772662,2546.96,Mcdonald-Gates,04-2239689,2703.52,,,0.0,Simmons and Sons,56-0648778,3221.83,15732.05,8519.91
Allstate,Marcus Lane,Weaverfort,OH,80637,Single vehicle accident,2024-01-25,Yes,Line morning clear table record very rest operation her give system himself.,"403 Bolton Camp Apt. 080, West Jonathanview, OK 44152",456d9d86,Rear-end collision,Side impact,Disk injury,No,,,0.0,,,0.0,Carter PLC,74-4230346,4824.03,,,0.0,,,0.0,"Conner, Weaver and Terrell",21-3208368,4197.06,Dennis Inc,13-7053987,3738.07,,,0.0,17404.11,13236.94
StateFarm,Sabrina Clark,North David,NC,63054,Rear-end collision,2023-10-18,No,Level tax level character discuss huge after huge local growth watch.,"083 Knight Road Suite 593, Lake Chloe, PA 63276",02c18db7,Front-end collision,,,Yes,,,0.0,Anderson-Watson,56-8116352,3551.75,,,0.0,Flowers Inc,93-4889284,3777.61,"Lynch, Vargas and Morgan",01-8562662,4324.94,,,0.0,,,0.0,"Blake, Wallace and Jordan",02-3553455,1242.04,13539.5,8067.24
StateFarm,Nicole Proctor,North James,PA,49928,Hit and run,2025-07-13,Yes,Type knowledge couple woman successful home common machine manager.,"2387 Nancy Islands Apt. 324, Marshborough, DC 15057",682f52a2,Fender damage,Windshield crack,Bruises,Yes,,,0.0,Phillips Ltd,50-9816277,1892.31,,,0.0,Fox Inc,10-9722603,2657.93,Glenn-Ayers,12-7282352,4923.37,,,0.0,Duran Group,32-7706560,4966.66,"Richardson, Bishop and Garza",42-9335082,3704.83,21771.54,19087.05
StateFarm,April Rubio,Reyesborough,GA,26559,Rear-end collision,2022-12-16,No,Subject stage activity close open admit.,"265 Haley Lakes Apt. 819, East Stevenland, NH 20577",1e141ffb,Fender damage,Rear-end collision,,Yes,,,0.0,,,0.0,Gonzalez PLC,21-8375286,1812.65,Townsend and Sons,52-1399179,1837.86,Anderson-Cooper,33-1790802,4361.54,,,0.0,,,0.0,Cooper Ltd,34-9123035,4238.1,14394.96,11897.63
StateFarm,Blake Gordon,Charlesstad,IL,20636,Collision,2024-05-07,No,Catch suffer summer look owner beyond book finally subject section nor although whole.,"PSC 3683, Box 7166, APO AE 01787",7a2a3a1e,Windshield crack,,,No,Lee-Farley,11-2082458,2485.97,"Spencer, Morris and Lindsey",45-0897432,4913.84,Miller-Ferguson,34-5917043,1626.36,Wade-Young,04-8119500,4948.41,Hansen-Lee,37-3196769,1818.3,,,0.0,Johnson-Lang,77-1270222,3303.05,,,0.0,19972.92,18277.12
Geico,John Nguyen,New Anthony,IL,07200,Hit and run,2025-07-07,Yes,Natural thing draw place despite over glass challenge special game theory forward ground.,"Unit 6563 Box 6800, DPO AE 27296",e678d13f,Rear-end collision,,Disk injury,No,,,0.0,,,0.0,"Parker, Davis and Thompson",43-9949238,527.61,Hodge-Allen,88-2437720,4225.8,,,0.0,,,0.0,,,0.0,"Miller, Arnold and Austin",50-7979811,3365.25,17154.1,10818.74
Allstate,Rose Cox,Kellyton,NC,99553,Collision,2025-05-22,No,Affect impact Democrat us bad style college build team.,"362 Paula Springs Suite 337, Mooreland, NY 29870",327998a1,Rear-end collision,Side impact,,No,"Hanson, Martinez and Harris",92-6257475,4358.78,,,0.0,,,0.0,Collins-Ali,64-1137080,2172.28,"Reyes, Montoya and Odom",77-2689741,1416.47,,,0.0,,,0.0,,,0.0,17786.87,13379.54
Allstate,Susan Patterson,Philipberg,GA,78501,Single vehicle accident,2023-12-20,Yes,Chance shoulder every similar cell parent report may.,"00647 Jeffrey Curve Suite 693, Marcuston, TX 39780",a8280364,Side impact,Front-end collision,Fracture,Yes,,,0.0,Jacobs PLC,81-0375420,3081.74,Hood-Williams,02-0729438,524.02,,,0.0,Harmon PLC,16-1081705,639.35,,,0.0,,,0.0,,,0.0,13348.15,8614.67
StateFarm,Earl Hughes,Frytown,GA,47269,Collision,2025-02-01,Yes,Protect surface impact include truth military speak any human professor hand friend.,"203 Carla Motorway, Jonesburgh, AS 14284",8906977b,Windshield crack,,Fracture,No,,,0.0,,,0.0,,,0.0,Palmer LLC,04-1264636,3812.15,"Smith, Lee and Edwards",15-4069194,4733.27,,,0.0,,,0.0,Collins-Byrd,02-9560151,2356.94,15299.95,9576.02
Geico,Brittany Gray,South Garymouth,GA,02716,Single vehicle accident,2025-07-27,Yes,Serve ask market reach which reach another likely who run necessary.,"PSC 5811, Box 2692, APO AE 01983",c11e579f,Windshield crack,Fender damage,Fracture,No,,,0.0,"Bullock, Jordan and Snyder",39-6548079,1537.11,,,0.0,"Frederick, Fisher and Larson",30-6660456,2558.18,Clark-Lewis,76-6730784,2458.51,"Gonzales, Davis and Acosta",12-3703947,3233.22,,,0.0,"Rodriguez, Phillips and Mcclain",83-2132643,4386.61,17357.97,16361.81
Geico,Scott Warren,North Jared,PA,34888,Single vehicle accident,2024-06-28,Yes,Reveal measure hold these training democratic later speech.,"711 Freeman Ramp, Maryfurt, GU 41050",1e4ae732,Fender damage,Windshield crack,Minor cuts,Yes,Hughes-Gilbert,53-2292724,779.31,Adams-Wang,58-7884147,2926.42,,,0.0,Harris-Newman,86-9804798,3784.09,,,0.0,,,0.0,"Kelley, Richards and Porter",71-6788388,3395.81,"Koch, Lynch and English",38-5512983,1484.88,14552.22,11791.92
StateFarm,Joshua Williams,East Ryanville,OH,16173,Collision,2025-08-18,Yes,Glass play current try mission describe.,"7952 Lucero Mountain Apt. 364, Michaelchester, GU 75404",989623cb,Windshield crack,,Knee injury,Yes,,,0.0,Woodard and Sons,54-8160558,3252.83,Greene and Sons,72-4160223,370.14,,,0.0,Patel-Cunningham,83-2720073,3915.12,Gonzalez-Carr,99-4334774,116.29,Saunders and Sons,24-5057304,650.47,,,0.0,16557.87,15572.66
StateFarm,Connie Hill,East Haley,NC,77072,Hit and run,2025-05-30,Yes,Example clear why nothing put of.,"370 Anna Isle Suite 517, Johnfurt, AK 21349",19469cc4,Windshield crack,Side impact,Knee injury,No,"Moore, Wilkerson and Harris",12-2243284,2126.96,Jacobs LLC,95-8729146,3976.55,"Poole, Ramirez and Stewart",58-8274275,1129.36,,,0.0,,,0.0,,,0.0,"Cook, Horton and Davis",32-5825921,1183.93,,,0.0,13143.27,9440.53
Allstate,Amanda Williams,Port Tara,GA,69212,Single vehicle accident,2022-04-01,No,Over personal the success so Mr house may stage even wide avoid more.,"947 Carroll Centers, Jonathanberg, AS 22617",840eb2e5,Rear-end collision,,,No,,,0.0,"Caldwell, Hartman and Flores",57-5473061,1366.35,Adams-Wilson,33-1058533,1436.83,Thomas Inc,41-2443198,3704.33,,,0.0,,,0.0,"Munoz, Turner and Stevens",56-9880028,3455.38,"Hicks, Brown and Gonzalez",87-6739165,2393.05,13602.01,9493.42
Allstate,Jake Vargas,Riceborough,TX,32245,Hit and run,2023-09-01,Yes,Home with character young way nothing lay three indeed eye case other really.,"23546 Bright Drive Apt. 052, Melissaberg, NM 60566",a1aabfc6,Side impact,Fender damage,Other sprain/strain,No,Wilkins Ltd,02-4843739,4514.25,,,0.0,Marshall-Wilson,24-4271414,1114.04,Morris-Boyer,03-4229478,2420.28,"Bailey, Gutierrez and Brown",73-2535931,247.56,,,0.0,,,0.0,,,0.0,11317.63,9670.79
StateFarm,Kayla Jenkins,Davidton,FL,17781,Hit and run,2021-12-10,No,First as bank television apply people no west century person type.,"300 Nguyen Passage, Hallburgh, MD 94394",0f9dbfc9,Rear-end collision,Front-end collision,,No,Barnett-Tucker,86-2686455,3245.13,"Romero, Alvarez and Davis",73-5533170,4440.49,Hall and Sons,61-2010138,3041.93,Rodriguez-Jackson,77-8410534,3057.52,"Williams, Chen and Herring",13-1132956,809.59,,,0.0,,,0.0,,,0.0,21603.47,13807.64
Geico,Kimberly Walter,Weissland,CA,12786,Hit and run,2024-09-23,Yes,Discuss billion end either site attention week side high.,"18060 Jessica Knoll Apt. 667, Alyssaberg, NJ 59479",ed43fc46,Windshield crack,Fender damage,Neck sprain/strain,Yes,"Harris, Palmer and Gilmore",58-7495892,4523.47,Miller and Sons,98-2923898,1204.85,,,0.0,,,0.0,Fritz-Silva,99-5226586,4818.41,,,0.0,"Palmer, Campbell and Yang",27-4206527,3062.77,,,0.0,14583.04,8769.04
Allstate,Dylan Yates Jr.,Lake George,IL,32133,Collision,2023-09-05,No,Whatever relationship final even guess cover per option listen true national eye.,"703 Valerie Valley, Dianamouth, WA 79176",a1ecc837,Side impact,Windshield crack,,No,Sims PLC,99-2723805,3646.79,Montgomery Group,58-4921701,1359.7,Mitchell-Hoover,06-8114933,3887.94,Walsh-Gonzales,81-3671982,4603.33,Perez Group,71-1809269,3645.38,Reed LLC,71-1920033,778.62,"Miller, Castillo and Rios",88-1773187,4809.05,Moore LLC,71-5607587,4410.33,28879.98,15532.41
StateFarm,Sarah Price,Orrmouth,NC,02708,Single vehicle accident,2023-05-21,No,Change operation draw perhaps manager item.,"740 Kayla Roads, West Charlesfort, VA 34743",8bdb0e6b,Rear-end collision,,,Yes,Jordan Ltd,60-7769815,2261.62,Hughes Inc,68-4720076,2099.63,,,0.0,Douglas-Fuentes,40-1060877,4008.78,,,0.0,,,0.0,,,0.0,,,0.0,11745.3,9509.08
StateFarm,Beverly Adams,Hawkinshaven,FL,43845,Hit and run,2021-04-24,No,City direction chance evening middle art decision.,"01934 Anthony Centers, Meganmouth, GU 17649",1390d39d,Fender damage,Rear-end collision,,No,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,"Black, Ferguson and Green",90-9525832,4337.2,7416.78,6180.38
Geico,Lori Jenkins,New Davidborough,FL,57562,Hit and run,2022-02-08,No,Majority matter drop allow build herself morning author say moment buy.,"600 Devon Knoll Suite 202, Davisfort, MO 69554",97b50ebb,Side impact,Fender damage,,Yes,,,0.0,,,0.0,"Schultz, Lozano and Obrien",80-5659618,476.75,Landry-Garcia,85-8967084,404.43,,,0.0,Young PLC,82-9812618,4217.01,"Camacho, Thompson and Smith",46-0805529,4637.11,Garcia-Henry,81-1257112,4074.16,19644.51,12219.98
Allstate,Omar Whitaker,Chaseton,FL,29864,Hit and run,2022-01-04,Yes,Them measure dog indeed drug why parent always mind small.,"0125 Lee Branch Apt. 035, Smithmouth, MP 55363",2dd6be9c,Windshield crack,Fender damage,Other sprain/strain,Yes,,,0.0,Rodriguez PLC,85-4001863,3026.6,"Monroe, Berg and Thomas",74-7468827,2529.06,,,0.0,Sanchez and Sons,63-8465609,149.0,"Williams, Peters and Hall",87-7998189,3112.89,,,0.0,Burton-Burke,92-2370297,3065.53,21326.73,11135.24
StateFarm,Michael Hamilton,Delgadochester,IL,46448,Hit and run,2024-06-01,No,Capital very reality area worry through record want of pull.,"461 Smith Bypass, West Barbarafort, DC 65025",387af7d4,Fender damage,Front-end collision,,Yes,,,0.0,,,0.0,"Lopez, Adams and Haynes",67-1488053,3859.24,,,0.0,Martin Group,82-3739504,3554.8,Rodriguez-Mclaughlin,02-5801361,3014.76,Taylor-Park,64-7391894,294.22,"Rangel, Robles and Wallace",75-1441637,2970.36,16829.67,10849.48
Geico,Rachel Guerra,West Jennifer,FL,65920,Collision,2022-02-25,No,Similar sound begin travel where thank its finish personal bank already purpose.,"611 Brad Tunnel, West Davidburgh, OR 45297",ace0ec06,Side impact,Fender damage,,Yes,,,0.0,"Harris, Lynch and Larson",62-5751089,3415.11,"Lopez, Sparks and Thomas",45-1235963,4019.41,,,0.0,,,0.0,,,0.0,,,0.0,Kelley PLC,41-1891421,4728.67,19759.18,17826.0
Geico,Jessica Forbes,Maryberg,PA,16487,Rear-end collision,2022-06-21,Yes,Realize put close against decade manage baby into.,"9371 Andrea Walks, Lake Rebeccafurt, NE 41202",f940dafe,Side impact,,Fracture,No,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,Hernandez Inc,41-2231198,999.87,"Stephenson, Jacobs and Mahoney",90-9482177,4874.25,"Turner, Love and Stevens",93-1779566,141.14,12097.99,10601.71
StateFarm,Timothy Holder,Jamestown,GA,44163,Rear-end collision,2020-10-17,No,Those eye large claim Mrs challenge painting ten white now himself perhaps protect.,"3495 Sullivan Port Suite 827, Wardfort, IL 56364",03fed94b,Side impact,Front-end collision,,No,"Spencer, Cordova and Sharp",57-8532696,4245.78,,,0.0,Walker LLC,21-2433646,3471.07,Marks Inc,13-9010500,2918.99,,,0.0,,,0.0,,,0.0,,,0.0,15357.24,9632.63
StateFarm,Jose Sosa,Nguyenfurt,MI,03913,Hit and run,2024-09-25,No,Speech per traditional maybe someone something off open however.,"781 Nguyen Island Suite 551, Stephanieland, IA 74027",a5ae362d,Fender damage,,,No,,,0.0,Holmes-Robbins,88-8972465,4206.15,,,0.0,,,0.0,"Suarez, Parrish and Park",05-7670325,4286.57,Ramsey and Sons,84-2342539,4406.63,Burke-Morgan,16-2923698,4653.75,Ward Ltd,12-4192268,3467.41,26056.5,19590.39
